(scienceqa, train:1, text, single-hop)
(scienceqa, train:585, text, single-hop)
(scienceqa, train:587, text, single-hop)
(scienceqa, train:588, text, single-hop)
(scienceqa, train:589, text, single-hop)
(scienceqa, train:594, text, single-hop)
(scienceqa, train:596, text, single-hop)
(scienceqa, train:599, text, single-hop)
(scienceqa, train:601, text, single-hop)
(scienceqa, train:602, text, single-hop)
(scienceqa, train:604, text, single-hop)
(scienceqa, train:607, text, single-hop)
(scienceqa, train:609, text, single-hop)
(scienceqa, train:611, text, single-hop)
(scienceqa, train:613, text, single-hop)
(scienceqa, train:615, text, single-hop)
(scienceqa, train:619, text, single-hop)
(scienceqa, train:620, text, single-hop)
(scienceqa, train:624, text, single-hop)
(scienceqa, train:625, text, single-hop)
(scienceqa, train:628, text, single-hop)
(scienceqa, train:629, text, single-hop)
(scienceqa, train:630, text, single-hop)
(scienceqa, train:631, text, single-hop)
(scienceqa, train:633, text, single-hop)
(scienceqa, train:634, text, single-hop)
(scienceqa, train:635, text, single-hop)
(scienceqa, train:636, text, single-hop)
(scienceqa, train:637, text, single-hop)
(scienceqa, train:638, text, single-hop)
(scienceqa, train:639, text, single-hop)
(scienceqa, train:642, text, single-hop)
(scienceqa, train:643, text, single-hop)
(scienceqa, train:644, text, single-hop)
(scienceqa, train:646, text, single-hop)
(scienceqa, train:648, text, single-hop)
(scienceqa, train:649, text, single-hop)
(scienceqa, train:650, text, single-hop)
(scienceqa, train:651, text, single-hop)
(scienceqa, train:652, text, single-hop)
(scienceqa, train:653, text, single-hop)
(scienceqa, train:654, text, single-hop)
(scienceqa, train:655, text, single-hop)
(scienceqa, train:657, text, single-hop)
(scienceqa, train:658, text, single-hop)
(scienceqa, train:659, text, single-hop)
(scienceqa, train:660, text, single-hop)
(scienceqa, train:663, text, single-hop)
(scienceqa, train:665, text, single-hop)
(scienceqa, train:668, text, single-hop)
(scienceqa, train:669, text, single-hop)
(scienceqa, train:672, text, single-hop)
(scienceqa, train:673, text, single-hop)
(scienceqa, train:675, text, single-hop)
(scienceqa, train:676, text, single-hop)
(scienceqa, train:677, text, single-hop)
(scienceqa, train:678, text, single-hop)
(scienceqa, train:679, text, single-hop)
(scienceqa, train:680, text, single-hop)
(scienceqa, train:681, text, single-hop)
(scienceqa, train:683, text, single-hop)
(scienceqa, train:684, text, single-hop)
(scienceqa, train:685, text, single-hop)
(scienceqa, train:688, text, single-hop)
(scienceqa, train:692, text, single-hop)
(scienceqa, train:695, text, single-hop)
(scienceqa, train:696, text, single-hop)
(scienceqa, train:697, text, single-hop)
(scienceqa, train:699, text, single-hop)
(scienceqa, train:701, text, single-hop)
(scienceqa, train:702, text, single-hop)
(scienceqa, train:703, text, single-hop)
(scienceqa, train:705, text, single-hop)
(scienceqa, train:706, text, single-hop)
(scienceqa, train:707, text, single-hop)
(scienceqa, train:708, text, single-hop)
(scienceqa, train:709, text, single-hop)
(scienceqa, train:710, text, single-hop)
(scienceqa, train:712, text, single-hop)
(scienceqa, train:713, text, single-hop)
(scienceqa, train:714, text, single-hop)
(scienceqa, train:715, text, single-hop)
(scienceqa, train:717, text, single-hop)
(scienceqa, train:718, text, single-hop)
(scienceqa, train:719, text, single-hop)
(scienceqa, train:720, text, single-hop)
(scienceqa, train:723, text, single-hop)
(scienceqa, train:726, text, single-hop)
(scienceqa, train:728, text, single-hop)
(scienceqa, train:729, text, single-hop)
(scienceqa, train:731, text, single-hop)
(scienceqa, train:732, text, single-hop)
(scienceqa, train:733, text, single-hop)
(scienceqa, train:735, text, single-hop)
(scienceqa, train:736, text, single-hop)
(scienceqa, train:742, text, single-hop)
(scienceqa, train:743, text, single-hop)
(scienceqa, train:746, text, single-hop)
(scienceqa, train:747, text, single-hop)
(scienceqa, train:748, text, single-hop)
(scienceqa, train:749, text, single-hop)
(scienceqa, train:753, text, single-hop)
(scienceqa, train:755, text, single-hop)
(scienceqa, train:756, text, single-hop)
(scienceqa, train:762, text, single-hop)
(scienceqa, train:766, text, single-hop)
(scienceqa, train:768, text, single-hop)
(scienceqa, train:770, text, single-hop)
(scienceqa, train:772, text, single-hop)
(scienceqa, train:773, text, single-hop)
(scienceqa, train:774, text, single-hop)
(scienceqa, train:775, text, single-hop)
(scienceqa, train:777, text, single-hop)
(scienceqa, train:778, text, single-hop)
(scienceqa, train:783, text, single-hop)
(scienceqa, train:784, text, single-hop)
(scienceqa, train:787, text, single-hop)
(scienceqa, train:789, text, single-hop)
(scienceqa, train:791, text, single-hop)
(scienceqa, train:792, text, single-hop)
(scienceqa, train:793, text, single-hop)
(scienceqa, train:794, text, single-hop)
(scienceqa, train:796, text, single-hop)
(scienceqa, train:797, text, single-hop)
(scienceqa, train:798, text, single-hop)
(scienceqa, train:799, text, single-hop)
(scienceqa, train:800, text, single-hop)
(scienceqa, train:801, text, single-hop)
(scienceqa, train:802, text, single-hop)
(scienceqa, train:804, text, single-hop)
(scienceqa, train:805, text, single-hop)
(scienceqa, train:806, text, single-hop)
(scienceqa, train:807, text, single-hop)
(scienceqa, train:808, text, single-hop)
(scienceqa, train:810, text, single-hop)
(scienceqa, train:811, text, single-hop)
(scienceqa, train:812, text, single-hop)
(scienceqa, train:817, text, single-hop)
(scienceqa, train:819, text, single-hop)
(scienceqa, train:820, text, single-hop)
(scienceqa, train:822, text, single-hop)
(scienceqa, train:823, text, single-hop)
(scienceqa, train:826, text, single-hop)
(scienceqa, train:830, text, single-hop)
(scienceqa, train:831, text, single-hop)
(scienceqa, train:832, text, single-hop)
(scienceqa, train:833, text, single-hop)
(scienceqa, train:835, text, single-hop)
(scienceqa, train:836, text, single-hop)
(scienceqa, train:842, text, single-hop)
(scienceqa, train:844, text, single-hop)
(scienceqa, train:848, text, single-hop)
(scienceqa, train:850, text, single-hop)
(scienceqa, train:852, text, single-hop)
(scienceqa, train:853, text, single-hop)
(scienceqa, train:854, text, single-hop)
(scienceqa, train:857, text, single-hop)
(scienceqa, train:858, text, single-hop)
(scienceqa, train:860, text, single-hop)
(scienceqa, train:861, text, single-hop)
(scienceqa, train:862, text, single-hop)
(scienceqa, train:866, text, single-hop)
(scienceqa, train:869, text, single-hop)
(scienceqa, train:870, text, single-hop)
(scienceqa, train:872, text, single-hop)
(scienceqa, train:874, text, single-hop)
(scienceqa, train:875, text, single-hop)
(scienceqa, train:876, text, single-hop)
(scienceqa, train:877, text, single-hop)
(scienceqa, train:881, text, single-hop)
(scienceqa, train:882, text, single-hop)
(scienceqa, train:883, text, single-hop)
(scienceqa, train:884, text, single-hop)
(scienceqa, train:887, text, single-hop)
(scienceqa, train:889, text, single-hop)
(scienceqa, train:890, text, single-hop)
(scienceqa, train:892, text, single-hop)
(scienceqa, train:893, text, single-hop)
(scienceqa, train:894, text, single-hop)
(scienceqa, train:895, text, single-hop)
(scienceqa, train:897, text, single-hop)
(scienceqa, train:899, text, single-hop)
(scienceqa, train:902, text, single-hop)
(scienceqa, train:903, text, single-hop)
(scienceqa, train:906, text, single-hop)
(scienceqa, train:907, text, single-hop)
(scienceqa, train:910, text, single-hop)
(scienceqa, train:915, text, single-hop)
(scienceqa, train:922, text, single-hop)
(scienceqa, train:925, text, single-hop)
(scienceqa, train:928, text, single-hop)
(scienceqa, train:929, text, single-hop)
(scienceqa, train:930, text, single-hop)
(scienceqa, train:931, text, single-hop)
(scienceqa, train:933, text, single-hop)
(scienceqa, train:935, text, single-hop)
(scienceqa, train:937, text, single-hop)
(scienceqa, train:938, text, single-hop)
(scienceqa, train:939, text, single-hop)
(scienceqa, train:942, text, single-hop)
(scienceqa, train:943, text, single-hop)
(scienceqa, train:944, text, single-hop)
(scienceqa, train:946, text, single-hop)
(scienceqa, train:948, text, single-hop)
(scienceqa, train:949, text, single-hop)
(scienceqa, train:950, text, single-hop)
(scienceqa, train:954, text, single-hop)
(scienceqa, train:955, text, single-hop)
(scienceqa, train:956, text, single-hop)
(scienceqa, train:959, text, single-hop)
(scienceqa, train:960, text, single-hop)
(scienceqa, train:961, text, single-hop)
(scienceqa, train:965, text, single-hop)
(scienceqa, train:966, text, single-hop)
(scienceqa, train:968, text, single-hop)
(scienceqa, train:969, text, single-hop)
(scienceqa, train:972, text, single-hop)
(scienceqa, train:974, text, single-hop)
(scienceqa, train:975, text, single-hop)
(scienceqa, train:976, text, single-hop)
(scienceqa, train:977, text, single-hop)
(scienceqa, train:978, text, single-hop)
(scienceqa, train:980, text, single-hop)
(scienceqa, train:981, text, single-hop)
(scienceqa, train:983, text, single-hop)
(scienceqa, train:985, text, single-hop)
(scienceqa, train:986, text, single-hop)
(scienceqa, train:987, text, single-hop)
(scienceqa, train:988, text, single-hop)
(scienceqa, train:989, text, single-hop)
(scienceqa, train:990, text, single-hop)
(scienceqa, train:996, text, single-hop)
(scienceqa, train:997, text, single-hop)
(scienceqa, train:998, text, single-hop)
(scienceqa, train:999, text, single-hop)
(scienceqa, train:1000, text, single-hop)
(scienceqa, train:1001, text, single-hop)
(scienceqa, train:1003, text, single-hop)
(scienceqa, train:1006, text, single-hop)
(scienceqa, train:1007, text, single-hop)
(scienceqa, train:1008, text, single-hop)
(scienceqa, train:1011, text, single-hop)
(scienceqa, train:1012, text, single-hop)
(scienceqa, train:1015, text, single-hop)
(scienceqa, train:1016, text, single-hop)
(scienceqa, train:1017, text, single-hop)
(scienceqa, train:1018, text, single-hop)
(scienceqa, train:1019, text, single-hop)
(scienceqa, train:1020, text, single-hop)
(scienceqa, train:1021, text, single-hop)
(scienceqa, train:1022, text, single-hop)
(scienceqa, train:1023, text, single-hop)
(scienceqa, train:1024, text, single-hop)
(scienceqa, train:1025, text, single-hop)
(scienceqa, train:1026, text, single-hop)
(scienceqa, train:1027, text, single-hop)
(scienceqa, train:1028, text, single-hop)
(scienceqa, train:1030, text, single-hop)
(scienceqa, train:1031, text, single-hop)
(scienceqa, train:1032, text, single-hop)
(scienceqa, train:1034, text, single-hop)
(scienceqa, train:1035, text, single-hop)
(scienceqa, train:1038, text, single-hop)
(scienceqa, train:1039, text, single-hop)
(scienceqa, train:1042, text, single-hop)
(scienceqa, train:1045, text, single-hop)
(scienceqa, train:1047, text, single-hop)
(scienceqa, train:1048, text, single-hop)
(scienceqa, train:1052, text, single-hop)
(scienceqa, train:1053, text, single-hop)
(scienceqa, train:1054, text, single-hop)
(scienceqa, train:1055, text, single-hop)
(scienceqa, train:1058, text, single-hop)
(scienceqa, train:1060, text, single-hop)
(scienceqa, train:1061, text, single-hop)
(scienceqa, train:1062, text, single-hop)
(scienceqa, train:1063, text, single-hop)
(scienceqa, train:1066, text, single-hop)
(scienceqa, train:1067, text, single-hop)
(scienceqa, train:1068, text, single-hop)
(scienceqa, train:1069, text, single-hop)
(scienceqa, train:1070, text, single-hop)
(scienceqa, train:1072, text, single-hop)
(scienceqa, train:1074, text, single-hop)
(scienceqa, train:1075, text, single-hop)
(scienceqa, train:1076, text, single-hop)
(scienceqa, train:1078, text, single-hop)
(scienceqa, train:1080, text, single-hop)
(scienceqa, train:1081, text, single-hop)
(scienceqa, train:1084, text, single-hop)
(scienceqa, train:1085, text, single-hop)
(scienceqa, train:1086, text, single-hop)
(scienceqa, train:1090, text, single-hop)
(scienceqa, train:1091, text, single-hop)
(scienceqa, train:1092, text, single-hop)
(scienceqa, train:1094, text, single-hop)
(scienceqa, train:1096, text, single-hop)
(scienceqa, train:1097, text, single-hop)
(scienceqa, train:1099, text, single-hop)
(scienceqa, train:1101, text, single-hop)
(scienceqa, train:1104, text, single-hop)
(scienceqa, train:1105, text, single-hop)
(scienceqa, train:1106, text, single-hop)
(scienceqa, train:1107, text, single-hop)
(scienceqa, train:1108, text, single-hop)
(scienceqa, train:1109, text, single-hop)
(scienceqa, train:1111, text, single-hop)
(scienceqa, train:1112, text, single-hop)
(scienceqa, train:1115, text, single-hop)
(scienceqa, train:1116, text, single-hop)
(scienceqa, train:1117, text, single-hop)
(scienceqa, train:1118, text, single-hop)
(scienceqa, train:1119, text, single-hop)
(scienceqa, train:1120, text, single-hop)
(scienceqa, train:1121, text, single-hop)
(scienceqa, train:1122, text, single-hop)
(scienceqa, train:1125, text, single-hop)
(scienceqa, train:1126, text, single-hop)
(scienceqa, train:1127, text, single-hop)
(scienceqa, train:1129, text, single-hop)
(scienceqa, train:1130, text, single-hop)
(scienceqa, train:1132, text, single-hop)
(scienceqa, train:1133, text, single-hop)
(scienceqa, train:1138, text, single-hop)
(scienceqa, train:1140, text, single-hop)
(scienceqa, train:1141, text, single-hop)
(scienceqa, train:1142, text, single-hop)
(scienceqa, train:1143, text, single-hop)
(scienceqa, train:1144, text, single-hop)
(scienceqa, train:1146, text, single-hop)
(scienceqa, train:1147, text, single-hop)
(scienceqa, train:1148, text, single-hop)
(scienceqa, train:1150, text, single-hop)
(scienceqa, train:1151, text, single-hop)
(scienceqa, train:1154, text, single-hop)
(scienceqa, train:1155, text, single-hop)
(scienceqa, train:1156, text, single-hop)
(scienceqa, train:1157, text, single-hop)
(scienceqa, train:1158, text, single-hop)
(scienceqa, train:1160, text, single-hop)
(scienceqa, train:1161, text, single-hop)
(scienceqa, train:1163, text, single-hop)
(scienceqa, train:1164, text, single-hop)
(scienceqa, train:1166, text, single-hop)
(scienceqa, train:1167, text, single-hop)
(scienceqa, train:1168, text, single-hop)
(scienceqa, train:1169, text, single-hop)
(scienceqa, train:1171, text, single-hop)
(scienceqa, train:1172, text, single-hop)
(scienceqa, train:1173, text, single-hop)
(scienceqa, train:1175, text, single-hop)
(scienceqa, train:1176, text, single-hop)
(scienceqa, train:1178, text, single-hop)
(scienceqa, train:1180, text, single-hop)
(scienceqa, train:1183, text, single-hop)
(scienceqa, train:1184, text, single-hop)
(scienceqa, train:1185, text, single-hop)
(scienceqa, train:1186, text, single-hop)
(scienceqa, train:1187, text, single-hop)
(scienceqa, train:1188, text, single-hop)
(scienceqa, train:1190, text, single-hop)
(scienceqa, train:1192, text, single-hop)
(scienceqa, train:1193, text, single-hop)
(scienceqa, train:1194, text, single-hop)
(scienceqa, train:1197, text, single-hop)
(scienceqa, train:1199, text, single-hop)
(scienceqa, train:1200, text, single-hop)
(scienceqa, train:1202, text, single-hop)
(scienceqa, train:1204, text, single-hop)
(scienceqa, train:1205, text, single-hop)
(scienceqa, train:1207, text, single-hop)
(scienceqa, train:1209, text, single-hop)
(scienceqa, train:1210, text, single-hop)
(scienceqa, train:1214, text, single-hop)
(scienceqa, train:1217, text, single-hop)
(scienceqa, train:1218, text, single-hop)
(scienceqa, train:1220, text, single-hop)
(scienceqa, train:1225, text, single-hop)
(scienceqa, train:1227, text, single-hop)
(scienceqa, train:1229, text, single-hop)
(scienceqa, train:1236, text, single-hop)
(scienceqa, train:1238, text, single-hop)
